id,created_at,updated_at,business_id,url,name,category,address,country,state,city,street,postal_code,website,image_url,phone,fax,work_hours,user_score,reviews_quantity,accredited_score,accredited_date,foundation_date,years_old,instagram,facebook,twitter,management,contact,sent_to_customer
30820,2024-03-18 16:01:58,2024-03-18 16:01:58,gfl-environmental-0117-239422,https://www.bbb.org/ca/ab/lloydminster/profile/garbage-removal/gfl-environmental-0117-239422,GFL Environmental,Garbage Removal,"6478 63 Street Close Lloydminster, AB T9V 2E6",Canada,AB,Lloydminster,6478 63 Street Close,T9V 2E6,https://gflenv.com/,,,,{},1.04,1,A+,,1970-12-01 00:00:00,53,,,,"{""Mr. Michael Pham"": ""Complaint Manager""}","{""Mr. Michael Pham"": ""Complaint Manager""}",
30821,2024-03-18 16:01:58,2024-03-18 16:01:58,platinum-garage-solutions-0117-222212,https://www.bbb.org/ca/ab/lloydminster/profile/garage-floor/platinum-garage-solutions-0117-222212,Platinum Garage Solutions,Garage Floor,"Lloydminster, AB T9V 3N3",Canada,AB,Lloydminster,,T9V 3N3,https://www.facebook.com/Platinum-Garage-Solutions-104622871317233/,,7802142175,,{},,,A+,,2020-06-08 00:00:00,3,,,,"{""Stefan Smith"": ""Co-Owner""}","{""Tyson Orr"": ""Co-Owner"", ""Stefan Smith"": ""Co-Owner""}",
30822,2024-03-18 16:01:58,2024-03-18 16:01:58,coolidge-hearing-care-ltd-0117-166584,https://www.bbb.org/ca/ab/lloydminster/profile/hearing-assistive-devices/coolidge-hearing-care-ltd-0117-166584,Coolidge Hearing Care Ltd,Hearing Assistive Devices,"3801B 51 Ave Lloydminster, AB T9V 2C3",Canada,AB,Lloydminster,3801B 51 Ave,T9V 2C3,http://www.coolidgehearing.ca,,7808754884,,{},,,NR,,2007-01-31 00:00:00,17,,,,"{""Allen Coolidge"": ""Owner"", ""Geraldine (Geri) Coolidge"": ""Owner""}","{""Geraldine (Geri) Coolidge"": ""Owner""}",
30823,2024-03-18 16:01:58,2024-03-18 16:01:58,tectonic-custom-contracting-0117-173839,https://www.bbb.org/ca/ab/lloydminster/profile/home-renovation/tectonic-custom-contracting-0117-173839,TecTonic Custom Contracting,Home Renovation,"2607 53 Ave Lloydminster, AB T9V 2L6",Canada,AB,Lloydminster,2607 53 Ave,T9V 2L6,,,,,{},,,NR,,,,,,,{},{},
30824,2024-03-18 16:01:58,2024-03-18 16:01:58,djmj-holdings-limited-0117-103217,https://www.bbb.org/ca/ab/lloydminster/profile/new-auto-parts/djmj-holdings-limited-0117-103217,DJMJ Holdings Limited,New Auto Parts,"4215 70 Ave Lloydminster, AB T9V 2X2",Canada,AB,Lloydminster,4215 70 Ave,T9V 2X2,,,7808751558,(780) 875-4610,{},,,A+,,1997-08-08 00:00:00,26,,,,"{""Dave Jewell"": ""Owner/Operator""}","{""Dave Jewell"": ""Owner/Operator""}",
30825,2024-03-18 16:01:58,2024-03-18 16:01:58,canada-assist-immigration-services-0117-218870,https://www.bbb.org/ca/ab/lloydminster/profile/immigration-consultant/canada-assist-immigration-services-0117-218870,Canada Assist Immigration Services,Immigration Consultant,"4802 50 Ave Suite #101 Lloydminster, AB T9V 0W5",Canada,AB,Lloydminster,4802 50 Ave Suite #101,T9V 0W5,https://www.canadaassist.ca/home.html,,7808707458,,{},,,A+,,2013-08-25 00:00:00,10,,,,"{""Jo A Balbiran"": ""Consultant""}","{""Jo A Balbiran"": ""Consultant""}",
30826,2024-03-18 16:01:59,2024-03-18 16:01:59,orion-machining-manufacturing-inc-0117-107965,https://www.bbb.org/ca/ab/lloydminster/profile/machine-shop/orion-machining-manufacturing-inc-0117-107965,Orion Machining & Manufacturing Inc,Machine Shop,"Bay 8-6202 48 St Lloydminster, AB T9V 2G2",Canada,AB,Lloydminster,Bay 8-6202 48 St,T9V 2G2,http://www.orionmachining.com/,,7808751535,(780) 875-1710,{},,,NR,,1994-08-01 00:00:00,29,,,,"{""Joyce Doidge"": ""Administrator""}","{""Joyce Doidge"": ""Administrator""}",
30827,2024-03-18 16:01:59,2024-03-18 16:01:59,blue-grass-ltd-nursery-sod-garden-centre-0017-36805,https://www.bbb.org/ca/ab/rocky-view-county/profile/garden-center/blue-grass-ltd-nursery-sod-garden-centre-0017-36805,"Blue Grass Ltd. Nursery, Sod & Garden Centre",Garden Center,"260130B Writing Creek Crescent Rocky View County, AB T4A 0M9",Canada,AB,Rocky View County,260130B Writing Creek Crescent,T4A 0M9,http://www.bluegrassnursery.com,,4032260468,(403) 226-0713,{},,,A+,,1983-01-01 00:00:00,41,,,,"{""Mr. Bo Tanner"": ""Operations Manager"", ""Mr. Bill McEwen"": ""Owner""}","{""Mr. Bo Tanner"": ""Operations Manager"", ""Mr. Bill McEwen"": ""Owner""}",
30828,2024-03-18 16:01:59,2024-03-18 16:01:59,creative-designs-0117-137526,https://www.bbb.org/ca/ab/lloydminster/profile/home-builders/creative-designs-0117-137526,Creative Designs,Home Builders,"5107 49 St Lloydminster, AB T9V 0K3",Canada,AB,Lloydminster,5107 49 St,T9V 0K3,,,7808751728,(780) 875-6330,{},,,NR,,,,,,,{},{},
30829,2024-03-18 16:01:59,2024-03-18 16:01:59,kaebrook-construction-ltd-0117-224605,https://www.bbb.org/ca/ab/lloydminster/profile/carpenter/kaebrook-construction-ltd-0117-224605,KaeBrook Construction Ltd,Carpenter,"6808 (1,612.06 mi) Lloydminster, AB T9V 3G8",Canada,AB,Lloydminster,"6808 (1,612.06 mi)",T9V 3G8,https://www.facebook.com/kaebrookconstruction/,,3068300123,,{},,,A+,,2016-06-03 00:00:00,7,,,,"{""Patrick Reid"": null}","{""Patrick Reid"": null}",
30830,2024-03-18 16:01:59,2024-03-18 16:01:59,old-school-handyman-services-0117-248060,https://www.bbb.org/ca/ab/lloydminster/profile/handyman/old-school-handyman-services-0117-248060,Old School Handyman Services,Handyman,"Lloydminster, AB T9V 0S3",Canada,AB,Lloydminster,,T9V 0S3,https://www.facebook.com/HandymanServicesOldSchool/,,7808086158,,{},,,A ,,2020-04-01 00:00:00,3,,,,"{""Phil Ferguson"": null}","{""Phil Ferguson"": null}",
30831,2024-03-18 16:01:59,2024-03-18 16:01:59,jump-usa-1216-221174,https://www.bbb.org/us/ca/sunnyvale/profile/sporting-goods-retail/jump-usa-1216-221174,Jump USA,Sporting Goods Retail,"1290 Lawrence Station Rd Sunnyvale, CA 94089",USA,CA,Sunnyvale,1290 Lawrence Station Rd,94089,http://www.jumpusa.com,,8005867872,(650) 967-6680,{},,,C+,,1995-01-11 00:00:00,28,,,,"{""Yen Wilson"": null}","{""Yen Wilson"": null, ""Angelo Balla"": null}",
30832,2024-03-18 16:01:59,2024-03-18 16:01:59,soak-fizz-bubbles-0117-241773,https://www.bbb.org/ca/ab/lloydminster/profile/oil-and-gas-exploration/soak-fizz-bubbles-0117-241773,Soak Fizz & Bubbles,Oil and Gas Exploration,"3308 50 AVE Lloydminster, AB T9V 0V6",Canada,AB,Lloydminster,3308 50 AVE,T9V 0V6,https://soakfizzandbubbles.com/,,6395365700,,{},,,A+,,,,,,,"{""General Manager"": null}","{""General Manager"": null}",
30833,2024-03-18 16:01:59,2024-03-18 16:01:59,fantastic-windows-1296-22392434,https://www.bbb.org/us/wa/seattle/profile/window-cleaning/fantastic-windows-1296-22392434,Fantastic Windows,Window Cleaning,"PO Box 22471 Seattle, WA 98122-0471",USA,WA,Seattle,PO Box 22471,98122-0471,,,,,{},,,NR,,1984-01-01 00:00:00,40,,,,{},{},
30834,2024-03-18 16:02:00,2024-03-18 16:02:00,sparkes-builders-0117-222305,https://www.bbb.org/ca/ab/lloydminster/profile/general-contractor/sparkes-builders-0117-222305,Sparkes Builders,General Contractor,"Box 12267 Lloydminster, AB T9V 3C5",Canada,AB,Lloydminster,Box 12267,T9V 3C5,http://sparkesbuilders.ca/,,7808759278,,{},,,A+,,1983-01-01 00:00:00,41,https://www.instagram.com/sparkesbuilders/,https://www.facebook.com/SparkesBuilders,,"{""Carson Sparkes"": ""Owner""}","{""Carson Sparkes"": ""Owner""}",
30835,2024-03-18 16:02:00,2024-03-18 16:02:00,mtm-energy-services-inc-0117-227612,https://www.bbb.org/ca/ab/lloydminster/profile/industrial-supply/mtm-energy-services-inc-0117-227612,MTM Energy Services Inc.,Industrial Supply,"4810A 62 Avenue Lloydminster, AB T9V 2E9",Canada,AB,Lloydminster,4810A 62 Avenue,T9V 2E9,,,7808753551,,{},,,A+,,2007-01-04 00:00:00,17,,,,"{""Tom Dennehy"": ""CEO""}","{""Tom Dennehy"": ""CEO""}",
30836,2024-03-18 16:02:00,2024-03-18 16:02:00,northwest-ready-install-llc-1296-22732776,https://www.bbb.org/us/wa/seattle/profile/window-coverings/northwest-ready-install-llc-1296-22732776,Northwest Ready Install LLC,Window Coverings,"3058 63rd Ave SW Apt 2 Seattle, WA 98116",USA,WA,Seattle,3058 63rd Ave SW Apt 2,98116,,,2067559468,,{},,,NR,,2009-01-11 00:00:00,14,,,,"{""David Waldo"": ""Principal""}","{""David Waldo"": ""Principal""}",
30837,2024-03-18 16:02:00,2024-03-18 16:02:00,oath-1216-886281,https://www.bbb.org/us/ca/sunnyvale/profile/social-media-marketing/oath-1216-886281,Oath,Social Media Marketing,"701 First Ave Sunnyvale, CA 94089-1019",USA,CA,Sunnyvale,701 First Ave,94089-1019,,,,,{},,,C+,,,,,,,{},{},
30838,2024-03-18 16:02:00,2024-03-18 16:02:00,cybermath-academy-1216-1276281,https://www.bbb.org/us/ca/sunnyvale/profile/summer-camp/cybermath-academy-1216-1276281,CyberMath Academy,Summer Camp,"350 Oakmead Pkwy, Suite 200 Sunnyvale, CA 94085",USA,CA,Sunnyvale,"350 Oakmead Pkwy, Suite 200",94085,http://CyberMath.org,,4083686508,,{},,,NR,,2017-01-01 00:00:00,7,,,,{},"{""Andy Gokce"": ""Project Coordinator""}",
30839,2024-03-18 16:02:00,2024-03-18 16:02:00,delor-montessori-inc-1216-198686,https://www.bbb.org/us/ca/sunnyvale/profile/special-education/delor-montessori-inc-1216-198686,"DeLor Montessori, Inc.",Special Education,"1510 Lewiston Dr Sunnyvale, CA 94087",USA,CA,Sunnyvale,1510 Lewiston Dr,94087,http://www.delormontessori.com,,4082524868,(408) 773-9285,{},,,NR,,1985-03-01 00:00:00,39,,,,"{""Donald V. Kleist"": ""CEO""}","{""Donald V. Kleist"": ""CEO""}",
30840,2024-03-18 16:02:00,2024-03-18 16:02:00,tom-mcintosh-glass-glazing-llc-1296-22690953,https://www.bbb.org/us/wa/seattle/profile/window-glass/tom-mcintosh-glass-glazing-llc-1296-22690953,Tom McIntosh Glass & Glazing LLC,Window Glass,"5100 14th Ave NW Seattle, WA 98107-5115",USA,WA,Seattle,5100 14th Ave NW,98107-5115,http://www.tommcintoshglassandglazing.com,,2067825178,(206) 782-5238,{},,,A+,,2011-01-11 00:00:00,12,,http://www.facebook.com/pages/Tom-McIntosh-Glass-and-Glazing-LLC/317960228237045,,"{""Mr. Tom McIntosh"": ""Member"", ""Ms. Sharon Throness"": ""Manager""}","{""Mr. Tom McIntosh"": ""Member"", ""Ms. Sharon Throness"": ""Manager""}",
30841,2024-03-18 16:02:00,2024-03-18 16:02:00,garfield-diesel-repair-ltd-0117-109205,https://www.bbb.org/ca/ab/lloydminster/profile/oilfield-equipment/garfield-diesel-repair-ltd-0117-109205,Garfield Diesel Repair Ltd,Oilfield Equipment,"5211 65 St Lloydminster, AB T9V 2E8",Canada,AB,Lloydminster,5211 65 St,T9V 2E8,,,7808755167,(306) 825-6912,{},,,NR,,1994-01-01 00:00:00,30,,,,"{""Jim Holowachuk"": ""President""}","{""Jim Holowachuk"": ""President""}",
30842,2024-03-18 16:02:01,2024-03-18 16:02:01,5-star-taxi-cab-svc-1216-361220,https://www.bbb.org/us/ca/sunnyvale/profile/taxi/5-star-taxi-cab-svc-1216-361220,5 Star Taxi Cab SVC,Taxi,"1235 Wildwood Ave # 38 Sunnyvale, CA 94089",USA,CA,Sunnyvale,1235 Wildwood Ave # 38,94089,,,4082506446,(408) 735-9384,{},,,NR,,,,,,,{},"{""Karan Singh"": ""Manager""}",
30843,2024-03-18 16:02:01,2024-03-18 16:02:01,cervus-equipment-0017-107871,https://www.bbb.org/ca/ab/rocky-view-county/profile/farm-equipment/cervus-equipment-0017-107871,Cervus Equipment,Farm Equipment,"292177 Crosspointe Rd Rocky View County, AB T4A 0S3",Canada,AB,Rocky View County,292177 Crosspointe Rd,T4A 0S3,,,4032802200,,{},,,A+,,,,,,,"{""Ryan Braun"": null}","{""Ryan Braun"": null}",
30844,2024-03-18 16:02:01,2024-03-18 16:02:01,accent-lighting-lloydminster-0117-239092,https://www.bbb.org/ca/ab/lloydminster/profile/lighting-equipment/accent-lighting-lloydminster-0117-239092,Accent Lighting Lloydminster,Lighting Equipment,"4-1808 50 Avenue Lloydminster, AB T9V 2W7",Canada,AB,Lloydminster,4-1808 50 Avenue,T9V 2W7,http://accentlightinginc.ca/,,7808749800,,{},,,A+,,2008-07-06 00:00:00,15,https://www.instagram.com/accentlightinglloydmimster/,,,"{""Debbie Urlacher"": ""Owner""}","{""Debbie Urlacher"": ""Owner""}",
30845,2024-03-18 16:02:01,2024-03-18 16:02:01,david-the-locksmith-llc-1296-22953779,https://www.bbb.org/us/wa/redmond/profile/locksmith/david-the-locksmith-llc-1296-22953779,David the Locksmith LLC,Locksmith,"Redmond, WA 98052",USA,WA,Redmond,,98052,http://www.davidthelocksmith.com,,4252696941,,{},,,A+,,2013-10-29 00:00:00,10,,,,"{""David Viglietta"": ""Owner""}","{""David Viglietta"": ""Owner""}",
30846,2024-03-18 16:02:01,2024-03-18 16:02:01,installs-by-lee-1296-22948020,https://www.bbb.org/us/wa/seattle/profile/window-coverings/installs-by-lee-1296-22948020,Installs By Lee,Window Coverings,"853 S 112th St Seattle, WA 98168-2143",USA,WA,Seattle,853 S 112th St,98168-2143,,,2062446041,,{},,,A+,,2008-01-23 00:00:00,16,,,,"{""Mr. Lee Radford"": ""Owner""}","{""Mr. Lee Radford"": ""Owner""}",
30847,2024-03-18 16:02:01,2024-03-18 16:02:01,jet-city-blinds-llc-1296-22831379,https://www.bbb.org/us/wa/seattle/profile/window-coverings/jet-city-blinds-llc-1296-22831379,Jet City Blinds LLC,Window Coverings,"1001 4th Ave Ste 3200 Seattle, WA 98154-1003",USA,WA,Seattle,1001 4th Ave Ste 3200,98154-1003,http://www.jetcityblinds.com,,8445382489,,{},,,A+,,2013-06-28 00:00:00,10,,,,"{""Mr. Richard Lee Vessey"": ""Owner""}","{""Mr. Richard Lee Vessey"": ""Owner""}",
30848,2024-03-18 16:02:01,2024-03-18 16:02:01,rdm-designs-0017-126497,https://www.bbb.org/ca/ab/rocky-view-county/profile/design/rdm-designs-0017-126497,RDM Designs,Design,"Rocky View County, AB T4B 4N6",Canada,AB,Rocky View County,,T4B 4N6,,,5875722946,,{},,,A ,,,,,,,"{""Rob Mitchell"": ""Owner""}","{""Rob Mitchell"": ""Owner""}",
30849,2024-03-18 16:02:01,2024-03-18 16:02:01,pacific-alliance-law-group-1296-22470883,https://www.bbb.org/us/wa/redmond/profile/lawyers/pacific-alliance-law-group-1296-22470883,Pacific Alliance Law Group,Lawyers,"8201 164th Ave NE # 200 Redmond, WA 98052-7615",USA,WA,Redmond,8201 164th Ave NE # 200,98052-7615,http://www.pacificalliancelaw.com,,4255584529,,{},,,A+,,2005-01-01 00:00:00,19,,,,"{""Ms. Andrea Hardin"": ""member""}","{""Ms. Andrea Hardin"": ""member""}",
30850,2024-03-18 16:02:01,2024-03-18 16:02:01,formula1-fast-lube-1296-37001715,https://www.bbb.org/us/wa/redmond/profile/lube-service/formula1-fast-lube-1296-37001715,Formula1 Fast Lube,Lube Service,"6355 137th Ave NE Apt 301 Redmond, WA 98052",USA,WA,Redmond,6355 137th Ave NE Apt 301,98052,http://www.formula1fastlube.com/,,4256415775,(425) 746-8155,{},,,D-,,1986-01-01 00:00:00,38,,,,"{""Doug Smart"": ""Member"", ""Robert Healy"": ""Member""}","{""Doug Smart"": ""Member"", ""Robert Healy"": ""Member""}",
30851,2024-03-18 16:02:01,2024-03-18 16:02:01,analytical-methods-inc-1296-22167549,https://www.bbb.org/us/wa/redmond/profile/management-consultant/analytical-methods-inc-1296-22167549,Analytical Methods Inc,Management Consultant,"8440 154th Ave NE Redmond, WA 98052",USA,WA,Redmond,8440 154th Ave NE,98052,http://www.ami.aero/,,4256439090,(425) 746-1299,{},,,A+,,1990-01-01 00:00:00,34,,,,"{""Frank Dvorak"": ""President""}","{""Frank Dvorak"": ""President""}",
30852,2024-03-18 16:02:02,2024-03-18 16:02:02,gleaming-glass-window-cleaning-1296-1000032352,https://www.bbb.org/us/wa/seattle/profile/window-cleaning/gleaming-glass-window-cleaning-1296-1000032352,Gleaming Glass Window Cleaning,Window Cleaning,"13717 Stone Ave N Seattle, WA 98133-7016",USA,WA,Seattle,13717 Stone Ave N,98133-7016,http://www.seattlegleamingglass.com/,,2063345725,,{},,,A+,,2007-01-04 00:00:00,16,,,,"{""Mr. Jordan M West"": ""Principal""}","{""Mr. Jordan M West"": ""Principal""}",
30853,2024-03-18 16:02:02,2024-03-18 16:02:02,paneless-window-cleaning-1296-3026872,https://www.bbb.org/us/wa/seattle/profile/window-cleaning/paneless-window-cleaning-1296-3026872,Paneless Window Cleaning,Window Cleaning,"PO Box 55323 Seattle, WA 98155-0323",USA,WA,Seattle,PO Box 55323,98155-0323,http://www.panelesswindowcleaning.com,,2063650221,,{},,,NR,,1992-01-01 00:00:00,32,,,,"{""Mr. David Lucas"": ""Member""}","{""Mr. David Lucas"": ""Member""}",
30854,2024-03-18 16:02:02,2024-03-18 16:02:02,diesen-johnson-pllc-1296-22177775,https://www.bbb.org/us/wa/redmond/profile/lawyers/diesen-johnson-pllc-1296-22177775,Diesen & Johnson PLLC,Lawyers,"8060 165th Ave NE # 210 Redmond, WA 98052-3981",USA,WA,Redmond,8060 165th Ave NE # 210,98052-3981,http://www.diesenjohnson.com,,4258852630,,{},,,NR,,1984-01-01 00:00:00,40,,,,"{""Carol Johnson"": ""Manager"", ""Charles F Diesen"": ""Partner""}","{""Charles F Diesen"": ""Partner""}",
30855,2024-03-18 16:02:02,2024-03-18 16:02:02,sciencewise-consulting-inc-1296-22765460,https://www.bbb.org/us/wa/redmond/profile/management-consultant/sciencewise-consulting-inc-1296-22765460,"Sciencewise Consulting, Inc.",Management Consultant,"Redmond, WA 98073-3182",USA,WA,Redmond,,98073-3182,http://www.sciencewiseconsulting.net,,4254573326,,{},,,NR,,2010-01-01 00:00:00,14,,,,"{""Ms. Julie Bletz"": ""Principal""}","{""Ms. Julie Bletz"": ""Principal""}",
30856,2024-03-18 16:02:02,2024-03-18 16:02:02,avon-villa-mobile-home-park-1296-22609284,https://www.bbb.org/us/wa/redmond/profile/manufactured-home-rental/avon-villa-mobile-home-park-1296-22609284,Avon Villa Mobile Home Park,Manufactured Home Rental,"11434 Avondale Rd Ne Redmond, WA 98052-2890",USA,WA,Redmond,11434 Avondale Rd Ne,98052-2890,,,4258851112,,{},,,NR,,2005-01-01 00:00:00,19,,,,"{""Margarita Castaneda"": ""Manager""}","{""Margarita Castaneda"": ""Manager""}",
30857,2024-03-18 16:02:02,2024-03-18 16:02:02,magnuson-lowell-ps-1296-37003862,https://www.bbb.org/us/wa/redmond/profile/lawyers/magnuson-lowell-ps-1296-37003862,Magnuson Lowell PS,Lawyers,"8201 164th Ave NE # 200 Redmond, WA 98052-7615",USA,WA,Redmond,8201 164th Ave NE # 200,98052-7615,http://www.magnusonlowell.com,,4258857500,,{},,,NR,,1990-01-01 00:00:00,34,,,,"{""Owner Owner"": ""Director"", ""Joshua Lowell"": ""Principal""}","{""Owner Owner"": ""Director"", ""Joshua Lowell"": ""Principal""}",
30858,2024-03-18 16:02:02,2024-03-18 16:02:02,pacific-healthcare-assoc-1296-22609459,https://www.bbb.org/us/wa/redmond/profile/manufacturer-representative/pacific-healthcare-assoc-1296-22609459,Pacific Healthcare Assoc,Manufacturer Representative,"20904 Ne 77th St Redmond, WA 98053-7750",USA,WA,Redmond,20904 Ne 77th St,98053-7750,,,,,{},,,NR,,1993-01-01 00:00:00,31,,,,"{""Peter Hedberg"": ""Owner""}","{""Peter Hedberg"": ""Owner""}",
30859,2024-03-18 16:02:03,2024-03-18 16:02:03,amc-kickboxing-pankration-1296-22167183,https://www.bbb.org/us/wa/redmond/profile/martial-arts/amc-kickboxing-pankration-1296-22167183,AMC Kickboxing & Pankration,Martial Arts,"14319 172nd Ave NE Redmond, WA 98052",USA,WA,Redmond,14319 172nd Ave NE,98052,,,4258229656,,{},,,NR,,1998-01-01 00:00:00,26,,,,"{""Harumi Shimanishi"": ""Owner""}","{""Harumi Shimanishi"": ""Owner""}",
30860,2024-03-18 16:02:03,2024-03-18 16:02:03,dr-heideh-khalilnejad-md-1216-636968,https://www.bbb.org/us/ca/sunnyvale/profile/specialists/dr-heideh-khalilnejad-md-1216-636968,"Dr. Heideh Khalilnejad, MD",Specialists,"1210 E Arques Ave Sunnyvale, CA 94085-5421",USA,CA,Sunnyvale,1210 E Arques Ave,94085-5421,http://www.heidehkhalilnejadmd.com/,,4087380200,,{},,,A+,,,,,,,{},{},
30861,2024-03-18 16:02:03,2024-03-18 16:02:03,sodo-marketing-1296-22826558,https://www.bbb.org/us/wa/redmond/profile/marketing-programs/sodo-marketing-1296-22826558,Sodo Marketing,Marketing Programs,"8201 164th Ave NE Ste 200 Redmond, WA 98052-7615",USA,WA,Redmond,8201 164th Ave NE Ste 200,98052-7615,http://www.sodomarketing.com/,,8005897636,,{},,,NR,,2012-01-12 00:00:00,11,,,,"{""Mr. Anthony Gomez"": ""Founder""}","{""Mr. Anthony Gomez"": ""Founder""}",
